0.0000003000,1.5527702636
0.0000003220,1.5458699289
0.0000003440,1.5404466868
0.0000003660,1.5360905279
0.0000003880,1.5325277322
0.0000004100,1.5295687672
0.0000004320,1.5270784291
0.0000004540,1.5249578457
0.0000004760,1.5231331738
0.0000004980,1.5215482528
0.0000005200,1.5201596882
0.0000005420,1.5189334783
0.0000005640,1.5178426479
0.0000005860,1.5168655567
0.0000006080,1.5159846692
0.0000006300,1.5151856453
0.0000006520,1.5144566605
0.0000006740,1.5137878898
0.0000006960,1.5131711118
0.0000007180,1.5125994025
0.0000007400,1.5120668949
0.0000007620,1.5115685900
0.0000007840,1.5111002059
0.0000008060,1.5106580570
0.0000008280,1.5102389560
0.0000008500,1.5098401349
0.0000008720,1.5094591800
0.0000008940,1.5090939782
0.0000009160,1.5087426727
0.0000009380,1.5084036267
0.0000009600,1.5080753919
0.0000009820,1.5077566833
0.0000010040,1.5074463569
0.0000010260,1.5071433917
0.0000010480,1.5068468736
0.0000010700,1.5065559821
0.0000010920,1.5062699788
0.0000011140,1.5059881979
0.0000011360,1.5057100371
0.0000011580,1.5054349504
0.0000011800,1.5051624420
0.0000012020,1.5048920604
0.0000012240,1.5046233937
0.0000012460,1.5043560653
0.0000012680,1.5040897302
0.0000012900,1.5038240717
0.0000013120,1.5035587984
0.0000013340,1.5032936418
0.0000013560,1.5030283541
0.0000013780,1.5027627059
0.0000014000,1.5024964847
0.0000014220,1.5022294930
0.0000014440,1.5019615474
0.0000014660,1.5016924767
0.0000014880,1.5014221212
0.0000015100,1.5011503314
0.0000015320,1.5008769674
0.0000015540,1.5006018978
0.0000015760,1.5003249991
0.0000015980,1.5000461547
0.0000016200,1.4997652549
0.0000016420,1.4994821958
0.0000016640,1.4991968791
0.0000016860,1.4989092113
0.0000017080,1.4986191040
0.0000017300,1.4983264724
0.0000017520,1.4980312362
0.0000017740,1.4977333184
0.0000017960,1.4974326451
0.0000018180,1.4971291458
0.0000018400,1.4968227527
0.0000018620,1.4965134002
0.0000018840,1.4962010255
0.0000019060,1.4958855678
0.0000019280,1.4955669683
0.0000019500,1.4952451699
0.0000019720,1.4949201173
0.0000019940,1.4945917568
0.0000020160,1.4942600360
0.0000020380,1.4939249038
0.0000020600,1.4935863104
0.0000020820,1.4932442069
0.0000021040,1.4928985456
0.0000021260,1.4925492795
0.0000021480,1.4921963626
0.0000021700,1.4918397495
0.0000021920,1.4914793955
0.0000022140,1.4911152566
0.0000022360,1.4907472892
0.0000022580,1.4903754503
0.0000022800,1.4899996971
0.0000023020,1.4896199875
0.0000023240,1.4892362795
0.0000023460,1.4888485314
0.0000023680,1.4884567018
0.0000023900,1.4880607493
0.0000024120,1.4876606330
0.0000024340,1.4872563118
0.0000024560,1.4868477447
0.0000024780,1.4864348909
0.0000025000,1.4860177096
